Major,Subject
MAJ03445,48033
MAJ03445,42037
MAJ03445,32011
MAJ03445,41905
MAJ01157,37233
MAJ01157,37161
MAJ01157,37252
MAJ01157,37242
MAJ01157,37262
MAJ01157,37345
MAJ01157,37481
MAJ01157,37363
MAJ02901,37233
MAJ02901,43025
MAJ02901,41076
MAJ02901,41173
MAJ02901,41052
MAJ02901,42028
MAJ02901,41175
MAJ02901,31250
MAJ02901,31005
MAJ02901,37262
MAJ02901,37161
MAJ02901,41174
MAJ02901,41171
MAJ02901,41172
MAJ01158,37233
MAJ01158,37161
MAJ01158,37252
MAJ01158,37242
MAJ01158,37459
MAJ01158,37458
MAJ01158,37373
MAJ10061,33116
MAJ10061,31250
MAJ10061,48023
MAJ10061,48024
MAJ10061,31005
MAJ10061,32146
MAJ10061,41004
MAJ10061,31243
MAJ10061,35255
MAJ10061,35010
MAJ10061,31256
MAJ10059,37252
MAJ10059,31250
MAJ10059,48023
MAJ10059,33130
MAJ10059,48024
MAJ10059,31005
MAJ10059,32146
MAJ10059,41004
MAJ10059,31256
MAJ10059,33116
MAJ10059,31243
MAJ10059,35255
MAJ10059,37161
MAJ01081,91161
MAJ01081,65111
MAJ01081,91400
MAJ01081,65212
MAJ01081,91314
MAJ01081,91320
MAJ01081,91563
MAJ01081,91500
MAJ01081,91401
MAJ01081,91239
MAJ01081,91195
MAJ01081,91196
MAJ01081,91192
MAJ01081,91193
MAJ01081,91148
MAJ01081,91180
MAJ01081,91705
MAJ01081,91129
MAJ01117,91161
MAJ01117,65111
MAJ01117,91400
MAJ01117,65212
MAJ01117,91123
MAJ01117,91314
MAJ01117,91142
MAJ01117,91707
MAJ01117,91401
MAJ01117,91369
MAJ01117,91168
MAJ01117,91320
MAJ01117,91132
MAJ01117,91368
MAJ01117,91818
MAJ01117,91180
MAJ01117,91817
MAJ01117,91705
